student_id,gender,age,city_tier,ssc_percentage,ssc_board,hsc_percentage,hsc_board,hsc_stream,degree_percentage,degree_field,mba_percentage,specialization,internships_count,projects_count,certifications_count,technical_skills_score,soft_skills_score,aptitude_score,communication_score,work_experience_months,leadership_roles,extracurricular_activities,backlogs,placed,salary_lpa
STU004187,Male,21,Tier 1,80.04,CBSE,70.5,State,Science,70.91,Science,0.0,None,2,2,3,4.3,4.4,59.0,5.8,9,2,2,0,1,12.01
STU004188,Female,22,Tier 3,73.18,CBSE,82.54,State,Science,85.87,Business,60.09,Marketing & HR,2,6,2,7.0,4.1,39.8,4.5,17,2,4,1,1,11.46
STU004189,Female,23,Tier 2,68.19,CBSE,60.9,CBSE,Science,63.97,Business,0.0,None,1,1,0,6.8,5.0,89.0,5.0,36,3,1,0,1,14.56
STU004190,Female,22,Tier 1,69.42,CBSE,63.4,State,Commerce,71.92,Arts,74.88,Finance & HR,0,6,0,6.7,7.7,84.4,8.0,30,1,3,2,1,10.84
STU004191,Female,20,Tier 1,76.68,CBSE,72.23,State,Arts,56.57,Arts,0.0,None,0,7,2,9.3,9.1,79.0,9.5,0,0,1,0,1,9.15
STU004192,Female,20,Tier 1,74.41,CBSE,57.36,CBSE,Commerce,46.45,Engineering,52.56,Marketing & HR,1,3,6,8.2,10.0,79.4,10.0,34,0,0,3,1,17.45
STU004193,Male,21,Tier 2,79.82,State,74.18,CBSE,Science,87.32,Science,0.0,None,2,4,5,3.9,4.8,43.3,3.7,19,1,5,0,1,11.63
STU004194,Female,19,Tier 2,67.61,CBSE,75.21,State,Commerce,68.74,Arts,61.42,Finance & HR,0,4,1,5.1,3.3,52.3,5.5,17,0,7,5,0,0.0
STU004195,Female,21,Tier 1,84.82,CBSE,97.24,State,Science,98.05,Engineering,0.0,None,0,1,3,4.8,8.7,69.3,9.0,21,3,2,1,1,17.17
STU004196,Male,23,Tier 1,59.25,ICSE,57.46,State,Science,56.85,Engineering,68.51,Marketing & HR,1,1,1,5.2,4.5,65.6,4.1,0,0,3,1,1,8.5
STU004197,Male,21,Tier 3,78.54,CBSE,60.28,CBSE,Science,69.1,Business,0.0,None,3,3,2,5.6,4.0,54.7,6.8,31,0,5,1,1,12.83
STU004198,Male,23,Tier 1,53.95,ICSE,69.26,ICSE,Commerce,70.86,Other,61.01,Finance & HR,0,8,1,8.7,10.0,17.0,10.0,6,0,1,5,0,0.0
STU004199,Male,22,Tier 2,97.71,State,97.25,State,Science,100.0,Engineering,72.93,Finance & HR,1,0,0,7.3,9.4,26.8,9.3,34,1,0,0,1,14.22
STU004200,Female,20,Tier 3,94.44,CBSE,94.59,State,Science,98.83,Science,0.0,None,1,3,1,6.8,8.5,60.8,8.0,17,1,3,0,1,11.76
STU004201,Female,20,Tier 2,75.61,State,91.82,State,Science,74.6,Engineering,51.39,Finance & HR,2,1,3,6.5,5.1,91.1,5.3,0,0,2,0,1,12.39
STU004202,Male,21,Tier 2,63.78,State,74.18,CBSE,Arts,58.97,Engineering,0.0,None,0,2,3,4.3,6.6,53.4,5.8,19,3,6,0,1,10.95
STU004203,Male,22,Tier 2,71.45,CBSE,83.93,CBSE,Commerce,83.48,Business,0.0,None,5,1,0,4.8,3.6,97.2,3.5,0,2,5,1,1,12.27
STU004204,Female,22,Tier 2,81.78,State,74.43,State,Commerce,82.2,Engineering,0.0,None,3,3,1,5.3,6.1,55.5,7.5,34,0,3,5,0,0.0
STU004205,Male,20,Tier 2,75.32,ICSE,84.94,State,Commerce,76.41,Business,0.0,None,4,2,3,2.7,7.1,83.9,6.7,27,2,3,4,1,15.57
STU004206,Male,20,Tier 2,84.52,CBSE,90.33,CBSE,Science,95.23,Arts,0.0,None,0,3,0,6.9,4.6,52.1,2.8,0,1,4,0,1,9.74
STU004207,Female,18,Tier 2,72.05,State,69.47,State,Commerce,78.98,Engineering,0.0,None,1,3,2,6.3,7.0,37.8,6.7,17,4,5,1,1,12.98
STU004208,Male,20,Tier 1,59.54,State,50.94,State,Science,45.0,Engineering,67.83,Finance & HR,2,3,1,3.9,5.8,51.1,6.3,32,4,0,0,1,11.22
STU004209,Male,22,Tier 3,86.11,ICSE,74.98,State,Commerce,68.71,Business,0.0,None,0,3,0,7.0,10.0,47.5,10.0,0,0,2,1,1,7.31
STU004210,Male,19,Tier 2,69.22,CBSE,67.54,CBSE,Science,71.23,Other,0.0,None,2,3,1,6.1,6.9,74.9,6.9,0,0,4,0,1,10.34
STU004211,Male,22,Tier 3,69.02,State,67.61,State,Arts,72.33,Engineering,0.0,None,3,2,0,8.2,8.9,26.2,10.0,0,1,2,3,0,0.0
STU004212,Female,22,Tier 2,78.09,CBSE,69.81,State,Commerce,54.68,Science,65.79,Marketing & Finance,1,2,3,6.1,6.1,56.8,5.6,0,0,3,0,1,10.0
STU004213,Male,26,Tier 2,82.16,CBSE,74.96,CBSE,Commerce,68.19,Business,0.0,None,1,3,0,5.0,7.9,66.1,8.0,33,3,4,1,1,14.42
STU004214,Male,22,Tier 1,71.1,ICSE,69.62,State,Commerce,85.47,Business,54.11,Finance & HR,2,4,3,6.5,6.1,58.9,4.7,9,3,2,1,1,12.35
STU004215,Female,22,Tier 2,83.02,State,85.09,State,Science,73.7,Science,0.0,None,2,3,3,5.0,4.4,75.6,4.4,0,1,1,0,1,10.12
STU004216,Female,20,Tier 1,86.08,State,91.29,State,Commerce,93.35,Arts,0.0,None,0,5,4,7.5,5.4,30.2,6.1,28,1,4,7,0,0.0
STU004217,Male,23,Tier 2,79.07,CBSE,79.5,ICSE,Arts,75.36,Science,66.04,Marketing & Finance,3,2,0,7.6,9.8,53.5,9.8,0,0,4,0,1,9.99
STU004218,Male,21,Tier 1,62.03,ICSE,58.75,State,Commerce,50.43,Engineering,0.0,None,2,7,1,6.2,7.7,48.6,8.6,0,0,1,0,1,10.96
STU004219,Female,21,Tier 2,52.7,State,54.53,State,Science,49.91,Engineering,0.0,None,4,2,2,5.6,7.1,46.7,6.6,0,1,1,0,0,0.0
STU004220,Male,21,Tier 2,69.19,ICSE,40.0,CBSE,Science,48.34,Science,0.0,None,1,4,1,6.3,6.7,91.7,5.7,24,3,4,1,1,12.17
STU004221,Male,22,Tier 1,89.28,State,94.51,CBSE,Science,81.34,Arts,0.0,None,4,3,6,8.2,8.4,77.6,9.1,0,3,1,3,1,15.71
STU004222,Female,21,Tier 3,86.36,State,100.0,CBSE,Science,100.0,Other,0.0,None,2,0,0,9.5,10.0,81.0,10.0,0,1,5,0,1,9.63
STU004223,Female,23,Tier 3,72.07,ICSE,77.98,CBSE,Science,78.37,Engineering,63.18,Marketing & Finance,1,3,0,1.7,1.7,57.9,3.4,13,4,4,0,1,10.06
STU004224,Female,21,Tier 3,71.69,CBSE,63.76,State,Commerce,56.73,Engineering,0.0,None,3,6,2,5.1,7.9,100.0,7.7,25,0,4,0,1,13.14
STU004225,Female,20,Tier 3,70.79,CBSE,67.16,CBSE,Science,84.44,Other,50.0,Marketing & HR,2,1,2,4.3,6.0,59.6,5.8,0,0,5,1,0,0.0
STU004226,Female,22,Tier 2,73.22,State,61.25,ICSE,Science,69.77,Engineering,52.82,Marketing & Finance,2,2,1,6.5,8.2,74.2,8.4,0,3,3,4,0,0.0
STU004227,Male,24,Tier 1,83.51,ICSE,94.12,State,Commerce,81.12,Business,0.0,None,5,4,1,7.5,9.1,73.0,8.4,0,1,5,0,1,15.39
STU004228,Female,24,Tier 2,47.04,State,48.92,State,Commerce,48.84,Science,0.0,None,0,3,1,5.3,4.2,76.4,2.8,19,1,2,3,1,8.92
STU004229,Male,19,Tier 3,89.1,State,93.72,State,Science,72.92,Science,62.99,Marketing & Finance,3,1,1,4.6,5.2,67.4,4.2,0,3,7,2,1,10.48
STU004230,Male,21,Tier 2,74.86,State,75.63,State,Science,82.49,Other,0.0,None,1,3,0,6.4,9.1,43.7,9.0,36,0,2,1,1,12.59
STU004231,Female,21,Tier 1,87.89,CBSE,91.23,State,Commerce,82.23,Science,60.98,Marketing & HR,2,4,3,2.2,3.2,74.3,3.7,27,2,4,0,1,15.89
STU004232,Female,21,Tier 2,84.88,State,79.41,State,Science,79.77,Business,0.0,None,0,2,6,7.3,5.7,56.6,6.0,35,1,5,0,1,14.0
STU004233,Male,19,Tier 1,71.09,State,85.64,ICSE,Science,74.61,Arts,50.0,Marketing & HR,1,3,0,5.3,7.5,80.6,7.8,0,0,1,0,1,10.97
STU004234,Female,21,Tier 3,76.33,ICSE,79.46,State,Science,74.09,Arts,73.14,Marketing & Finance,3,0,3,7.4,4.0,66.6,4.1,26,0,8,0,1,10.48
STU004235,Male,25,Tier 2,47.4,State,52.83,CBSE,Commerce,45.0,Arts,0.0,None,0,5,3,8.7,7.1,35.1,7.8,0,0,0,1,1,6.87
STU004236,Male,22,Tier 1,100.0,CBSE,97.57,State,Arts,93.76,Other,56.31,Marketing & HR,3,3,0,7.0,10.0,50.3,10.0,0,0,4,0,1,12.73
STU004237,Male,20,Tier 1,64.62,State,61.38,CBSE,Science,46.46,Engineering,62.26,Finance & HR,1,5,0,1.7,1.0,74.3,1.0,0,1,3,2,1,9.64
STU004238,Female,23,Tier 3,51.43,CBSE,59.11,State,Commerce,52.45,Engineering,0.0,None,0,1,3,3.9,3.2,68.2,4.1,0,0,5,1,1,7.76
STU004239,Female,21,Tier 1,55.98,State,47.66,CBSE,Science,57.58,Engineering,0.0,None,1,4,1,8.0,7.2,75.0,7.2,10,0,2,1,1,11.03
STU004240,Male,19,Tier 2,69.05,State,55.19,CBSE,Commerce,54.38,Science,0.0,None,2,4,5,7.1,5.7,25.1,5.3,0,0,3,1,1,8.93
STU004241,Female,21,Tier 1,86.25,ICSE,90.65,State,Science,93.29,Arts,0.0,None,2,2,1,10.0,9.0,62.8,8.7,33,1,7,1,1,14.39
STU004242,Male,23,Tier 3,70.99,ICSE,81.58,CBSE,Commerce,88.06,Science,51.02,Marketing & Finance,0,8,1,1.1,1.0,75.4,1.0,0,1,2,0,0,0.0
STU004243,Female,21,Tier 3,49.25,State,47.38,ICSE,Science,45.0,Business,0.0,None,0,4,1,5.5,4.4,63.8,2.5,0,1,1,0,0,0.0
STU004244,Male,21,Tier 2,66.14,ICSE,60.87,State,Science,63.41,Business,56.49,Marketing & Finance,1,3,1,7.9,6.1,70.3,7.5,25,0,0,4,0,0.0
STU004245,Male,21,Tier 2,77.06,CBSE,85.55,State,Science,71.13,Business,63.1,Marketing & Finance,0,6,0,7.7,8.9,45.2,9.0,0,2,3,0,0,0.0
STU004246,Female,23,Tier 2,63.87,CBSE,59.49,State,Commerce,66.07,Science,81.11,Finance & HR,2,4,0,2.8,5.2,33.9,5.3,0,2,4,0,1,7.8
STU004247,Male,21,Tier 1,67.97,ICSE,71.73,State,Arts,74.27,Engineering,69.42,Marketing & HR,3,5,4,8.4,9.0,85.8,8.5,1,0,2,1,1,17.46
STU004248,Male,21,Tier 3,89.36,State,83.5,State,Commerce,88.24,Business,0.0,None,3,4,5,2.8,1.0,63.1,1.0,24,0,2,0,1,11.68
STU004249,Female,24,Tier 3,75.28,State,82.96,CBSE,Science,88.2,Business,56.9,Marketing & HR,2,2,3,7.3,9.0,55.4,6.8,13,1,0,1,1,13.01
STU004250,Female,26,Tier 1,73.64,State,63.32,ICSE,Science,67.28,Science,0.0,None,0,4,4,3.7,4.1,47.9,3.8,31,2,6,0,1,12.42
STU004251,Male,22,Tier 2,68.99,CBSE,69.08,State,Commerce,79.97,Business,67.84,Finance & HR,3,3,0,3.9,5.8,65.6,7.2,0,1,4,0,1,8.67
STU004252,Male,24,Tier 1,75.32,State,85.02,State,Commerce,90.46,Science,0.0,None,0,3,4,7.3,10.0,42.9,10.0,0,0,4,0,1,10.96
STU004253,Male,22,Tier 1,67.14,CBSE,66.41,State,Arts,49.43,Science,0.0,None,1,6,4,6.2,8.5,75.8,6.7,29,3,3,0,1,14.66
STU004254,Male,20,Tier 1,63.77,ICSE,50.63,State,Science,59.01,Engineering,65.94,Marketing & Finance,3,3,2,6.4,8.8,56.4,10.0,4,0,3,4,1,12.87
STU004255,Male,22,Tier 2,62.04,State,53.77,CBSE,Commerce,55.73,Business,0.0,None,1,2,4,6.4,6.7,32.5,6.8,4,1,3,2,1,9.25
STU004256,Female,23,Tier 1,67.14,State,53.45,State,Arts,46.91,Science,0.0,None,1,6,1,3.9,3.6,42.5,4.0,0,0,3,0,1,8.9
STU004257,Other,22,Tier 1,71.71,CBSE,69.03,State,Arts,62.0,Other,50.65,Marketing & HR,5,5,0,5.8,4.6,41.4,4.6,31,0,1,0,1,16.15
STU004258,Male,22,Tier 3,59.58,State,58.49,State,Science,45.0,Engineering,55.99,Marketing & HR,1,1,2,4.6,5.3,72.7,5.7,19,0,5,3,1,8.15
STU004259,Male,21,Tier 2,84.77,ICSE,88.07,State,Science,81.13,Engineering,0.0,None,0,4,2,7.0,7.2,68.8,8.5,16,1,4,4,1,14.78
STU004260,Male,23,Tier 3,62.16,State,70.71,State,Commerce,70.28,Engineering,50.0,Finance & HR,4,3,5,3.4,6.1,70.8,7.4,0,1,0,0,0,0.0
STU004261,Male,22,Tier 1,78.41,State,61.37,State,Commerce,65.16,Arts,0.0,None,5,3,1,6.1,5.4,67.0,5.4,10,1,0,1,1,11.95
STU004262,Female,23,Tier 3,78.79,State,87.73,CBSE,Science,89.59,Business,57.74,Marketing & Finance,2,2,0,4.0,5.4,56.3,5.9,0,0,0,0,1,8.34
STU004263,Male,20,Tier 2,54.12,State,54.96,State,Arts,45.0,Science,69.87,Marketing & HR,3,1,2,6.0,6.4,79.8,5.1,29,0,7,2,1,10.78
STU004264,Male,25,Tier 2,52.68,State,49.3,CBSE,Science,49.92,Engineering,0.0,None,1,3,4,6.2,6.0,59.6,5.4,5,0,4,0,1,8.1
STU004265,Female,22,Tier 1,55.16,State,49.5,State,Science,45.0,Engineering,0.0,None,3,7,6,6.3,5.4,65.2,5.5,13,2,4,4,1,14.49
STU004266,Male,21,Tier 1,84.46,CBSE,88.93,State,Commerce,76.81,Engineering,0.0,None,0,2,2,7.4,8.9,43.9,10.0,1,0,2,0,1,11.59
STU004267,Female,22,Tier 2,89.46,State,100.0,State,Science,100.0,Science,0.0,None,1,4,1,5.7,4.8,71.9,4.8,0,3,3,2,1,10.38
STU004268,Male,22,Tier 3,75.83,State,92.48,ICSE,Arts,100.0,Other,77.97,Marketing & Finance,0,2,6,6.3,5.1,55.0,6.6,0,1,6,3,1,9.32
STU004269,Female,23,Tier 1,67.51,CBSE,47.29,CBSE,Science,45.0,Business,65.51,Marketing & Finance,1,1,0,10.0,10.0,54.7,10.0,0,0,4,2,1,9.11
STU004270,Female,22,Tier 3,46.22,State,57.81,State,Commerce,45.0,Engineering,52.33,Marketing & HR,2,3,2,8.4,10.0,61.3,10.0,0,0,5,4,1,9.51
STU004271,Female,23,Tier 3,53.76,State,40.0,ICSE,Commerce,45.0,Business,67.76,Marketing & Finance,1,2,1,5.7,4.8,87.1,4.7,0,0,1,0,1,5.94
STU004272,Female,21,Tier 2,67.91,CBSE,79.1,CBSE,Science,81.89,Engineering,67.07,Marketing & HR,3,5,3,7.1,8.5,57.4,7.9,0,1,3,0,1,13.51
STU004273,Male,21,Tier 2,96.96,CBSE,100.0,State,Science,97.34,Business,70.04,Finance & HR,1,2,2,5.8,6.5,86.9,5.6,7,1,3,1,1,15.17
STU004274,Male,20,Tier 3,74.6,State,66.07,State,Commerce,64.15,Engineering,63.08,Marketing & Finance,0,6,1,4.7,4.4,30.5,4.5,0,0,2,0,1,6.49
STU004275,Female,21,Tier 2,43.56,CBSE,40.35,State,Commerce,45.0,Engineering,50.84,Finance & HR,3,5,5,6.1,7.8,64.6,6.3,28,0,1,0,1,13.37
STU004276,Female,21,Tier 2,78.28,ICSE,75.69,State,Science,86.86,Engineering,0.0,None,2,9,0,2.5,1.4,68.6,1.6,2,0,2,4,0,0.0
STU004277,Male,22,Tier 1,77.55,CBSE,70.37,State,Arts,61.73,Engineering,0.0,None,3,4,2,3.6,2.0,72.5,2.7,9,4,6,0,0,0.0
STU004278,Male,22,Tier 3,68.12,State,59.94,State,Commerce,48.42,Engineering,88.11,Marketing & HR,1,6,5,2.9,3.5,60.5,2.2,0,0,5,2,1,7.84
STU004279,Male,23,Tier 2,67.49,CBSE,73.84,State,Science,75.68,Science,75.77,Finance & HR,0,4,0,4.3,4.6,60.2,4.6,0,0,6,0,0,0.0
STU004280,Male,20,Tier 2,64.51,CBSE,68.39,CBSE,Science,64.94,Business,0.0,None,1,4,2,5.7,4.9,91.5,5.7,0,4,2,2,0,0.0
STU004281,Male,24,Tier 3,66.01,CBSE,66.7,State,Commerce,55.31,Business,73.88,Marketing & HR,1,3,2,8.0,10.0,54.7,10.0,0,3,4,0,1,8.42
STU004282,Female,21,Tier 2,75.1,CBSE,76.19,State,Commerce,57.66,Business,0.0,None,1,4,1,5.8,6.3,89.3,7.5,0,1,7,0,1,10.76
STU004283,Male,22,Tier 1,74.98,ICSE,77.6,State,Commerce,68.53,Business,81.68,Marketing & HR,1,5,1,5.7,7.1,64.5,8.2,27,0,3,0,1,13.45
STU004284,Male,21,Tier 3,88.04,CBSE,89.34,State,Commerce,71.56,Engineering,0.0,None,2,5,1,9.0,9.6,58.9,10.0,29,1,5,0,1,15.95
STU004285,Female,22,Tier 3,89.47,State,92.88,ICSE,Science,100.0,Business,0.0,None,1,4,3,7.9,9.3,51.6,8.4,0,0,0,1,1,10.19
STU004286,Female,22,Tier 1,63.83,State,57.33,State,Commerce,47.15,Engineering,65.22,Marketing & HR,3,3,4,7.5,6.5,65.3,5.1,0,0,2,0,1,12.97
STU004287,Female,22,Tier 2,100.0,State,100.0,ICSE,Arts,100.0,Engineering,50.0,Marketing & HR,2,4,1,6.3,5.3,56.9,5.5,0,1,4,0,1,15.52
STU004288,Female,22,Tier 3,89.34,ICSE,92.27,State,Science,95.35,Engineering,62.95,Marketing & Finance,0,4,0,9.8,9.8,83.8,9.4,18,1,2,1,1,14.76
STU004289,Male,20,Tier 3,76.17,CBSE,66.91,State,Commerce,63.08,Business,0.0,None,0,5,5,3.4,3.3,76.4,5.2,0,2,0,0,0,0.0
STU004290,Female,21,Tier 3,62.81,State,49.29,CBSE,Arts,56.74,Engineering,0.0,None,3,4,0,9.1,8.3,61.1,9.8,0,1,3,0,1,8.03
STU004291,Male,23,Tier 1,100.0,State,100.0,CBSE,Science,92.84,Engineering,76.79,Marketing & HR,2,4,1,6.4,5.5,60.2,6.2,0,1,4,0,1,16.72
STU004292,Male,23,Tier 2,49.94,State,49.23,State,Science,45.0,Engineering,50.0,Marketing & Finance,3,3,0,5.9,8.4,12.4,9.4,0,0,4,0,1,6.79
STU004293,Female,22,Tier 2,75.05,State,61.37,State,Science,63.8,Engineering,0.0,None,2,4,2,6.6,6.1,15.5,7.6,17,4,2,0,1,10.05
STU004294,Female,21,Tier 1,74.0,CBSE,79.44,State,Science,80.58,Business,75.4,Finance & HR,1,5,1,6.1,5.9,67.5,7.5,0,4,2,0,1,12.56
STU004295,Male,20,Tier 2,51.62,State,57.01,State,Commerce,51.64,Business,67.29,Marketing & HR,1,4,3,5.2,1.0,67.3,2.0,0,2,0,0,1,7.47
STU004296,Male,19,Tier 1,74.46,State,76.88,State,Arts,81.45,Business,0.0,None,0,6,0,3.1,3.6,57.1,2.8,3,0,3,0,1,10.03
STU004297,Male,24,Tier 3,67.55,ICSE,66.33,CBSE,Commerce,57.57,Engineering,0.0,None,2,4,0,6.5,8.8,58.7,9.1,5,3,1,0,1,7.92
STU004298,Male,22,Tier 3,68.0,State,71.37,ICSE,Commerce,72.85,Engineering,0.0,None,3,2,4,6.4,9.1,31.1,8.7,0,1,3,0,1,11.11
STU004299,Male,21,Tier 3,70.1,State,83.13,ICSE,Science,70.08,Science,83.6,Finance & HR,3,3,3,8.2,8.9,58.8,9.8,0,0,4,0,1,11.1
STU004300,Female,22,Tier 3,50.47,CBSE,40.0,CBSE,Science,45.81,Business,0.0,None,4,8,1,5.4,5.7,26.3,4.2,0,0,0,3,0,0.0
STU004301,Male,21,Tier 2,59.02,State,66.45,CBSE,Arts,76.54,Engineering,0.0,None,0,4,2,8.0,7.5,35.8,6.2,0,1,4,0,1,8.63
STU004302,Female,21,Tier 1,90.15,State,82.56,CBSE,Science,92.67,Science,0.0,None,4,4,2,6.7,6.5,47.3,7.2,16,1,4,0,1,14.8
STU004303,Female,21,Tier 3,86.9,State,95.3,CBSE,Commerce,86.37,Engineering,66.82,Marketing & Finance,4,2,1,6.2,6.5,51.4,6.9,0,1,2,3,1,11.31
STU004304,Female,22,Tier 2,65.5,ICSE,76.66,State,Commerce,93.28,Business,72.19,Marketing & HR,0,4,3,6.5,6.1,50.5,7.2,0,0,5,0,1,9.32
STU004305,Female,23,Tier 1,69.03,CBSE,83.9,State,Commerce,86.86,Business,0.0,None,2,1,2,8.5,7.3,49.8,8.2,25,4,4,0,1,15.62
STU004306,Male,20,Tier 2,75.95,State,79.32,State,Science,77.64,Engineering,0.0,None,2,4,4,7.7,7.9,58.0,8.5,34,0,8,2,1,14.77
STU004307,Male,19,Tier 3,100.0,State,100.0,State,Arts,100.0,Science,60.7,Finance & HR,1,2,1,4.6,3.1,56.4,3.0,9,0,1,0,1,11.71
STU004308,Female,21,Tier 1,67.3,State,63.94,ICSE,Science,68.73,Arts,0.0,None,2,1,0,4.9,6.5,23.5,7.0,0,2,6,1,1,8.65
STU004309,Female,19,Tier 1,67.52,ICSE,62.45,CBSE,Commerce,48.76,Other,71.34,Marketing & HR,3,3,2,6.2,7.3,61.1,7.7,0,4,0,0,1,11.26
STU004310,Female,21,Tier 3,69.23,State,51.05,CBSE,Commerce,45.0,Science,0.0,None,1,0,4,5.4,4.0,96.6,4.3,28,1,2,0,0,0.0
STU004311,Male,23,Tier 3,87.15,State,71.2,CBSE,Science,45.15,Business,65.1,Finance & HR,1,3,3,7.7,8.5,75.0,10.0,2,1,1,1,1,8.65
STU004312,Female,21,Tier 2,72.04,State,69.53,State,Science,79.02,Business,66.14,Marketing & HR,2,3,3,6.7,6.0,60.7,6.9,0,0,4,0,1,11.39
STU004313,Male,21,Tier 2,69.15,CBSE,68.63,CBSE,Commerce,62.42,Science,75.86,Marketing & HR,0,1,0,9.0,10.0,60.3,10.0,0,0,2,3,1,8.97
STU004314,Female,22,Tier 1,67.85,State,73.8,State,Arts,74.19,Science,71.48,Marketing & HR,3,1,1,8.3,7.1,45.0,5.8,0,0,2,0,1,11.39
STU004315,Female,24,Tier 1,78.29,State,89.96,State,Commerce,89.97,Engineering,0.0,None,0,2,1,4.2,3.9,53.8,3.5,13,0,3,0,1,13.92
STU004316,Male,24,Tier 1,69.72,CBSE,69.33,ICSE,Science,65.18,Business,0.0,None,2,6,3,5.1,5.8,88.1,5.0,0,1,4,1,1,11.99
STU004317,Female,22,Tier 3,50.44,State,58.53,State,Commerce,53.07,Science,76.19,Marketing & HR,4,2,3,5.9,5.4,51.6,6.8,0,0,3,0,1,8.15
STU004318,Male,18,Tier 1,79.89,State,89.8,ICSE,Science,85.72,Engineering,66.06,Marketing & HR,1,2,1,5.8,8.1,56.7,7.8,7,0,4,0,1,14.23
STU004319,Male,20,Tier 3,79.12,CBSE,60.58,State,Commerce,54.66,Engineering,0.0,None,1,1,0,9.4,7.7,66.8,6.6,0,0,2,0,1,8.8
STU004320,Male,20,Tier 3,73.52,State,59.82,ICSE,Commerce,59.47,Engineering,66.02,Finance & HR,1,3,2,10.0,10.0,99.3,9.9,7,3,4,1,1,11.43
STU004321,Female,22,Tier 1,65.92,CBSE,61.77,ICSE,Commerce,45.09,Arts,0.0,None,5,3,3,8.5,7.4,38.8,7.3,0,0,2,6,0,0.0
STU004322,Female,22,Tier 1,67.91,CBSE,66.13,CBSE,Commerce,64.04,Science,0.0,None,3,3,1,8.0,9.0,84.3,7.7,0,3,4,0,1,13.87
STU004323,Female,20,Tier 3,69.68,State,59.77,CBSE,Arts,45.89,Engineering,0.0,None,2,5,7,2.9,2.0,61.8,1.0,0,0,4,0,1,10.02
STU004324,Male,21,Tier 3,85.86,State,78.85,State,Arts,85.69,Arts,0.0,None,2,4,3,5.6,7.7,18.0,5.7,0,1,4,0,1,7.41
STU004325,Female,21,Tier 2,81.19,CBSE,88.7,ICSE,Commerce,100.0,Arts,0.0,None,0,2,2,6.6,6.5,56.8,6.1,6,3,2,1,1,10.15
STU004326,Female,23,Tier 3,50.64,State,44.36,State,Science,45.0,Engineering,0.0,None,1,5,0,3.0,1.0,73.9,1.0,17,0,3,1,0,0.0
STU004327,Male,21,Tier 2,71.02,CBSE,79.94,State,Arts,89.69,Engineering,0.0,None,1,3,1,8.2,5.7,56.6,4.8,0,0,8,0,1,11.46
STU004328,Other,21,Tier 1,67.44,ICSE,73.29,CBSE,Commerce,76.91,Engineering,0.0,None,1,1,0,2.6,4.5,46.0,5.7,28,2,4,0,1,14.39
STU004329,Male,21,Tier 2,82.87,CBSE,71.39,State,Science,66.7,Engineering,0.0,None,1,2,0,6.3,5.1,50.0,4.9,22,1,7,0,1,11.1
STU004330,Female,24,Tier 3,70.87,ICSE,71.91,State,Science,76.54,Engineering,0.0,None,3,2,1,5.4,6.6,45.2,7.5,29,1,1,0,1,14.03
STU004331,Male,23,Tier 3,92.48,CBSE,90.2,CBSE,Arts,95.85,Arts,0.0,None,2,5,2,7.8,5.1,52.6,4.9,0,2,4,0,1,9.59
STU004332,Male,23,Tier 1,76.14,CBSE,76.96,CBSE,Science,76.71,Engineering,67.77,Finance & HR,0,5,0,8.7,10.0,33.9,10.0,34,1,1,0,1,15.78
STU004333,Male,20,Tier 2,54.95,ICSE,60.84,State,Science,63.88,Engineering,0.0,None,3,4,1,6.7,6.2,53.6,6.5,6,0,3,0,1,11.66
STU004334,Female,24,Tier 1,66.85,ICSE,64.56,CBSE,Science,47.55,Engineering,52.05,Marketing & Finance,2,3,0,5.6,5.8,59.9,6.2,18,0,2,1,1,13.47
STU004335,Male,21,Tier 1,56.79,CBSE,62.74,CBSE,Commerce,54.95,Other,52.99,Marketing & Finance,0,3,5,5.9,7.6,52.5,8.0,0,2,1,0,0,0.0
STU004336,Male,22,Tier 2,87.28,State,80.83,State,Science,83.26,Business,55.61,Finance & HR,1,1,0,8.0,9.2,59.1,8.8,24,0,2,1,1,14.88
STU004337,Female,22,Tier 2,62.2,State,62.24,CBSE,Commerce,73.59,Other,0.0,None,0,4,0,2.4,4.2,81.7,2.3,34,1,4,0,1,10.65
STU004338,Female,21,Tier 1,59.86,ICSE,56.8,State,Science,67.78,Business,84.35,Marketing & HR,4,4,1,7.3,7.5,85.0,7.3,15,1,2,0,1,14.14
STU004339,Male,21,Tier 2,50.69,ICSE,64.79,State,Commerce,77.51,Engineering,0.0,None,1,4,1,5.2,7.0,49.3,7.4,0,3,3,0,1,7.78
STU004340,Male,21,Tier 1,77.26,ICSE,78.8,CBSE,Commerce,72.85,Business,75.27,Finance & HR,1,3,7,7.5,9.3,67.0,10.0,6,0,1,4,1,13.32
STU004341,Male,21,Tier 3,70.22,CBSE,71.62,CBSE,Science,48.4,Arts,0.0,None,2,3,0,8.2,10.0,25.9,10.0,6,1,2,0,1,7.55
STU004342,Male,23,Tier 2,78.84,ICSE,85.21,ICSE,Commerce,93.48,Science,51.84,Finance & HR,1,1,2,9.4,9.9,66.9,8.2,19,4,7,0,1,15.03
STU004343,Female,22,Tier 2,53.04,CBSE,57.74,ICSE,Science,76.68,Science,0.0,None,2,4,2,8.8,8.3,45.1,6.8,34,3,5,2,1,13.03
STU004344,Female,21,Tier 2,71.92,State,76.98,CBSE,Commerce,79.06,Other,0.0,None,1,4,0,2.9,2.9,35.7,1.9,25,0,3,0,0,0.0
